year,month,name,temperature,humidity
2010,3,基隆,18.6,78
2010,3,金門,15.4,77
2010,3,馬祖,12.6,85
2010,3,澎湖,20.9,77
2010,3,日月潭,17.5,78
2010,3,臺中,21.1,72
2010,3,臺南,22.8,66
2010,3,臺北,20.0,72
2010,3,臺東,22.4,73
2010,3,宜蘭,19.7,74
2010,4,板橋,20.6,77
2010,4,嘉義,22.2,78
2010,4,恆春,24.9,71
2010,4,新竹,20.3,78
2010,4,花蓮,21.9,72
2010,4,高雄,24.9,74
2010,4,基隆,19.9,80
2010,4,金門,17.1,80
2010,4,馬祖,14.5,88
2010,4,澎湖,21.7,82
2010,4,日月潭,18.5,84
2010,4,臺中,22.0,78
2010,4,臺南,23.7,70
2010,4,臺北,20.7,78
2010,4,臺東,23.5,76
2010,4,宜蘭,20.7,78
2010,5,板橋,25.2,76
2010,5,嘉義,26.5,77
2010,5,恆春,27.2,75
2010,5,新竹,25.0,77
2010,5,花蓮,25.5,75
2010,5,高雄,27.8,75
2010,5,基隆,24.5,79
2010,5,金門,21.8,83
2010,5,馬祖,19.6,90
2010,5,澎湖,25.2,85
2010,5,日月潭,21.4,84
2010,5,臺中,26.6,75
2010,5,臺南,27.6,71
2010,5,臺北,25.5,75
2010,5,臺東,26.5,79
2010,5,宜蘭,24.9,79
2010,6,板橋,26.0,80
2010,6,嘉義,27.7,80
2010,6,恆春,28.0,84
2010,6,新竹,26.5,78
2010,6,花蓮,26.5,79
2010,6,高雄,28.3,79
2010,6,基隆,25.6,83
2010,6,金門,24.3,88
2010,6,馬祖,23.1,89
2010,6,澎湖,26.8,87
2010,6,日月潭,21.6,87
2010,6,臺中,27.1,78
2010,6,臺南,28.1,75
2010,6,臺北,26.2,82
2010,6,臺東,27.7,80
2010,6,宜蘭,25.8,82
2010,7,板橋,29.8,72
2010,7,嘉義,29.0,79
2010,7,恆春,28.6,82
2010,7,新竹,29.9,73
2010,7,花蓮,28.8,73
2010,7,高雄,29.5,76
2010,7,基隆,29.9,71
2010,7,金門,28.0,85
2010,7,馬祖,27.1,89
2010,7,澎湖,28.6,84
2010,7,日月潭,22.8,85
2010,7,臺中,29.2,74
2010,7,臺南,29.3,72
2010,7,臺北,30.3,69
2010,7,臺東,29.3,77
2010,7,宜蘭,28.9,76
2010,8,板橋,29.7,72
2010,8,嘉義,28.8,81
2010,8,恆春,28.6,81
2010,8,新竹,29.6,72
2010,8,花蓮,28.9,73
2010,8,高雄,29.4,78
2010,8,基隆,29.3,75
2010,8,金門,29.0,78
2010,8,馬祖,28.1,85
2010,8,澎湖,29.3,82
2010,8,日月潭,22.9,84
2010,8,臺中,28.9,77
2010,8,臺南,29.6,71
2010,8,臺北,30.0,72
2010,8,臺東,29.4,75
2010,8,宜蘭,28.8,77
2010,9,板橋,28.5,73
2010,9,嘉義,27.5,84
2010,9,恆春,27.4,83
2010,9,新竹,28.1,76
2010,9,花蓮,27.1,76
2010,9,高雄,28.3,80
2010,9,基隆,28.2,75
2010,9,金門,27.3,81
2010,9,馬祖,27.1,85
2010,9,澎湖,28.0,83
2010,9,日月潭,22.3,87
2010,9,臺中,28.1,77
2010,9,臺南,28.4,74
2010,9,臺北,28.8,72
2010,9,臺東,27.6,79
2010,9,宜蘭,27.8,76
2010,10,板橋,24.3,76
2010,10,嘉義,25.1,82
2010,10,恆春,26.3,76
2010,10,新竹,24.3,78
2010,10,花蓮,25.1,74
2010,10,高雄,27.0,76
2010,10,基隆,24.0,79
2010,10,金門,22.9,68
2010,10,馬祖,21.4,77
2010,10,澎湖,25.2,77
2010,10,日月潭,20.7,85
2010,10,臺中,25.9,72
2010,10,臺南,26.3,72
2010,10,臺北,24.4,79
2010,10,臺東,25.9,76
2010,10,宜蘭,23.8,82
2010,11,板橋,21.0,74
2010,11,嘉義,20.9,83
2010,11,恆春,23.9,69
2010,11,新竹,20.9,76
2010,11,花蓮,21.9,71
2010,11,高雄,23.7,74
2010,11,基隆,20.9,76
2010,11,金門,18.9,70
2010,11,馬祖,17.0,78
2010,11,澎湖,21.5,76
2010,11,日月潭,17.7,80
2010,11,臺中,21.8,71
2010,11,臺南,22.1,73
2010,11,臺北,21.1,75
2010,11,臺東,22.9,70
2010,11,宜蘭,20.2,83
2010,12,板橋,16.9,72
2010,12,嘉義,17.6,76
2010,12,恆春,21.4,69
2010,12,新竹,16.4,74
2010,12,花蓮,18.8,66
2010,12,高雄,20.9,67
2010,12,基隆,16.9,69
2010,12,金門,14.8,73
2010,12,馬祖,13.5,75
2010,12,澎湖,19.0,70
2010,12,日月潭,14.5,73
2010,12,臺中,18.1,67
2010,12,臺南,19.2,66
2010,12,臺北,17.5,70
2010,12,臺東,20.1,66
2010,12,宜蘭,17.1,73
2011,1,板橋,16.7,78
2011,1,嘉義,17.8,78
2011,1,恆春,21.2,72
2011,1,新竹,16.6,82
2011,1,花蓮,18.9,74
2011,1,高雄,20.0,75
2011,1,基隆,16.7,82
2011,1,金門,14.9,66
2011,1,馬祖,12.0,73
2011,1,澎湖,17.8,75
2011,1,日月潭,14.9,83
2011,1,臺中,17.8,72
2011,1,臺南,18.4,75
2011,1,臺北,16.7,82
2011,1,臺東,19.9,74
2011,1,宜蘭,16.6,83
2011,2,板橋,16.4,78
2011,2,嘉義,16.9,81
2011,2,恆春,21.3,73
2011,2,新竹,15.2,86
2011,2,花蓮,18.7,73
2011,2,高雄,20.1,72
2011,2,基隆,16.3,79
2011,2,金門,12.6,77
2011,2,馬祖,9.1,84
2011,2,澎湖,15.6,82
2011,2,日月潭,14.8,76
2011,2,臺中,17.2,74
2011,2,臺南,17.9,73
2011,2,臺北,16.9,78
2011,2,臺東,20.3,69
2011,2,宜蘭,17.1,80
2011,3,板橋,15.9,75
2011,3,嘉義,18.0,77
2011,3,恆春,20.9,71
2011,3,新竹,15.5,82
2011,3,花蓮,17.8,74
2011,3,高雄,21.4,68
2011,3,基隆,15.7,74
2011,3,金門,13.9,66
2011,3,馬祖,10.5,78
2011,3,澎湖,18.0,74
2011,3,日月潭,15.0,83
2011,3,臺中,18.2,69
2011,3,臺南,19.2,68
2011,3,臺北,16.2,74
2011,3,臺東,19.2,69
2011,3,宜蘭,16.0,79
2011,4,板橋,21.2,71
2011,4,嘉義,22.7,74
2011,4,恆春,23.7,72
2011,4,新竹,21.0,76
2011,4,花蓮,21.5,71
2011,4,高雄,24.6,69
2011,4,基隆,20.5,71
2011,4,金門,18.6,76
2011,4,馬祖,16.1,81
2011,4,澎湖,22.2,76
2011,4,日月潭,17.9,76
2011,4,臺中,23.1,64
2011,4,臺南,23.9,66
2011,4,臺北,21.7,68
2011,4,臺東,22.7,71
2011,4,宜蘭,20.9,73
2011,5,板橋,24.5,78
2011,5,嘉義,25.6,80
2011,5,恆春,26.5,81
2011,5,新竹,24.3,84
2011,5,花蓮,24.7,79
2011,5,高雄,27.2,75
2011,5,基隆,23.8,82
2011,5,金門,22.1,88
2011,5,馬祖,19.9,91
2011,5,澎湖,24.7,81
2011,5,日月潭,20.9,84
2011,5,臺中,26.0,74
2011,5,臺南,26.7,72
2011,5,臺北,24.7,78
2011,5,臺東,25.7,83
2011,5,宜蘭,24.2,79
2011,6,板橋,28.6,74
2011,6,嘉義,28.7,76
2011,6,恆春,28.3,83
2011,6,新竹,28.5,76
2011,6,花蓮,27.5,76
2011,6,高雄,29.3,76
2011,6,基隆,28.2,75
2011,6,金門,27.4,89
2011,6,馬祖,26.0,89
2011,6,澎湖,28.1,83
2011,6,日月潭,22.7,84
2011,6,臺中,29.1,71
2011,6,臺南,29.1,72
2011,6,臺北,29.0,74
2011,6,臺東,28.2,80
2011,6,宜蘭,27.7,80
2011,7,板橋,29.2,71
2011,7,嘉義,28.7,76
2011,7,恆春,28.0,80
2011,7,新竹,28.8,76
2011,7,花蓮,28.3,76
2011,7,高雄,28.7,79
2011,7,基隆,29.2,72
2011,7,金門,27.5,90
2011,7,馬祖,27.4,87
2011,7,澎湖,28.1,83
2011,7,日月潭,22.5,85
2011,7,臺中,28.8,73
2011,7,臺南,28.7,75
2011,7,臺北,29.7,72
2011,7,臺東,28.6,78
2011,7,宜蘭,28.6,77
2011,8,板橋,29.3,70
2011,8,嘉義,29.0,75
2011,8,恆春,28.1,81
2011,8,新竹,29.2,74
2011,8,花蓮,28.7,72
2011,8,高雄,29.4,76
2011,8,基隆,29.3,72
2011,8,金門,28.3,85
2011,8,馬祖,27.8,85
2011,8,澎湖,29.0,80
2011,8,日月潭,22.8,84
2011,8,臺中,29.0,72
2011,8,臺南,29.5,72
2011,8,臺北,29.6,72
2011,8,臺東,28.9,75
2011,8,宜蘭,29.0,74
2011,9,板橋,27.5,66
2011,9,嘉義,27.5,77
2011,9,恆春,27.5,76
2011,9,新竹,27.7,72
2011,9,花蓮,26.8,73
2011,9,高雄,28.7,75
2011,9,基隆,26.8,75
2011,9,金門,26.7,78
2011,9,馬祖,25.9,79
2011,9,澎湖,27.6,78
2011,9,日月潭,22.2,84
2011,9,臺中,28.0,70
2011,9,臺南,28.7,69
2011,9,臺北,27.6,70
2011,9,臺東,27.3,76
2011,9,宜蘭,26.5,75
2011,10,板橋,24.0,72
2011,10,嘉義,24.8,80
2011,10,恆春,26.2,74
2011,10,新竹,24.5,77
2011,10,花蓮,24.6,75
2011,10,高雄,26.9,76
2011,10,基隆,23.8,79
2011,10,金門,23.5,68
2011,10,馬祖,21.2,79
2011,10,澎湖,25.0,75
2011,10,日月潭,20.9,83
2011,10,臺中,25.9,70
2011,10,臺南,26.2,72
2011,10,臺北,24.1,76
2011,10,臺東,25.4,76
2011,10,宜蘭,23.2,81
2011,11,板橋,22.8,77
2011,11,嘉義,23.1,83
2011,11,恆春,25.1,75
2011,11,新竹,22.7,81
2011,11,花蓮,23.0,78
2011,11,高雄,25.1,78
2011,11,基隆,22.4,83
2011,11,金門,21.0,77
2011,11,馬祖,18.8,84
2011,11,澎湖,23.1,81
2011,11,日月潭,19.3,85
2011,11,臺中,23.8,77
2011,11,臺南,24.0,78
2011,11,臺北,22.9,79
2011,11,臺東,23.8,77
2011,11,宜蘭,22.0,84
2011,12,板橋,16.7,78
2011,12,嘉義,17.8,78
2011,12,恆春,21.2,72
2011,12,新竹,16.6,82
2011,12,花蓮,18.9,74
2011,12,高雄,20.0,75
2011,12,基隆,16.7,82
2011,12,金門,14.9,66
2011,12,馬祖,12.0,73
2011,12,澎湖,17.8,75
2011,12,日月潭,14.9,83
2011,12,臺中,17.8,72
2011,12,臺南,18.4,75
2011,12,臺北,16.7,82
2011,12,臺東,19.9,74
2011,12,宜蘭,16.6,83
2012,1,板橋,15.8,81
2012,1,嘉義,16.6,80
2012,1,恆春,21.0,74
2012,1,新竹,15.3,87
2012,1,花蓮,17.8,77
2012,1,高雄,19.3,75
2012,1,基隆,15.5,85
2012,1,金門,12.1,82
2012,1,馬祖,8.9,86
2012,1,澎湖,15.1,82
2012,1,日月潭,14.1,82
2012,1,臺中,16.6,75
2012,1,臺南,17.2,79
2012,1,臺北,15.9,86
2012,1,臺東,19.4,75
2012,1,宜蘭,16.1,83
2012,2,板橋,16.2,80
2012,2,嘉義,16.6,80
2012,2,恆春,21.3,78
2012,2,新竹,14.9,91
2012,2,花蓮,18.7,77
2012,2,高雄,20.0,75
2012,2,基隆,15.7,87
2012,2,金門,11.8,83
2012,2,馬祖,8.4,86
2012,2,澎湖,14.8,83
2012,2,日月潭,15.4,80
2012,2,臺中,16.7,75
2012,2,臺南,17.6,79
2012,2,臺北,16.3,85
2012,2,臺東,20.2,74
2012,2,宜蘭,16.8,82
2012,3,板橋,18.4,73
2012,3,嘉義,19.9,82
2012,3,恆春,23.9,75
2012,3,新竹,17.4,80
2012,3,花蓮,20.8,75
2012,3,高雄,23.6,71
2012,3,基隆,17.6,80
2012,3,金門,15.1,80
2012,3,馬祖,11.3,85
2012,3,澎湖,19.2,78
2012,3,日月潭,17.8,78
2012,3,臺中,19.7,75
2012,3,臺南,21.3,73
2012,3,臺北,18.7,78
2012,3,臺東,22.4,73
2012,3,宜蘭,19.4,76
2012,4,板橋,22.9,73
2012,4,嘉義,24.8,79
2012,4,恆春,25.8,77
2012,4,新竹,23.3,78
2012,4,花蓮,22.8,76
2012,4,高雄,26.6,77
2012,4,基隆,22.6,77
2012,4,金門,20.1,85
2012,4,馬祖,17.8,86
2012,4,澎湖,24.4,80
2012,4,日月潭,19.4,81
2012,4,臺中,24.6,75
2012,4,臺南,26.1,73
2012,4,臺北,23.1,76
2012,4,臺東,24.3,76
2012,4,宜蘭,22.2,77
2012,5,板橋,25.8,71
2012,5,嘉義,26.9,77
2012,5,恆春,27.4,78
2012,5,新竹,25.8,79
2012,5,花蓮,25.2,78
2012,5,高雄,28.0,78
2012,5,基隆,24.9,78
2012,5,金門,23.6,85
2012,5,馬祖,21.3,87
2012,5,澎湖,26.1,85
2012,5,日月潭,21.3,81
2012,5,臺中,26.9,73
2012,5,臺南,27.6,78
2012,5,臺北,25.9,71
2012,5,臺東,26.4,77
2012,5,宜蘭,24.6,82
2012,6,板橋,27.7,76
2012,6,嘉義,27.9,83
2012,6,恆春,28.2,83
2012,6,新竹,27.8,83
2012,6,花蓮,26.9,80
2012,6,高雄,28.5,82
2012,6,基隆,27.1,81
2012,6,金門,26.4,88
2012,6,馬祖,24.8,85
2012,6,澎湖,27.2,86
2012,6,日月潭,22.1,88
2012,6,臺中,27.8,78
2012,6,臺南,28.1,83
2012,6,臺北,27.8,72
2012,6,臺東,27.2,83
2012,6,宜蘭,27.3,81
2012,7,板橋,30.2,67
2012,7,嘉義,29.0,74
2012,7,恆春,28.6,81
2012,7,新竹,29.7,75
2012,7,花蓮,28.5,74
2012,7,高雄,29.5,77
2012,7,基隆,29.5,73
2012,7,金門,29.0,83
2012,7,馬祖,27.5,83
2012,7,澎湖,28.7,80
2012,7,日月潭,22.9,87
2012,7,臺中,29.1,73
2012,7,臺南,29.3,79
2012,7,臺北,30.6,65
2012,7,臺東,28.6,77
2012,7,宜蘭,29.2,80
2012,8,板橋,28.9,73
2012,8,嘉義,28.1,81
2012,8,恆春,28.0,86
2012,8,新竹,28.6,80
2012,8,花蓮,28.1,76
2012,8,高雄,28.1,83
2012,8,基隆,28.6,77
2012,8,金門,29.1,80
2012,8,馬祖,27.6,86
2012,8,澎湖,28.0,84
2012,8,日月潭,22.3,88
2012,8,臺中,28.0,77
2012,8,臺南,28.0,84
2012,8,臺北,29.2,75
2012,8,臺東,28.5,78
2012,8,宜蘭,28.5,81
2012,9,板橋,26.9,69
2012,9,嘉義,27.6,74
2012,9,恆春,28.1,76
2012,9,新竹,26.8,76
2012,9,花蓮,26.8,71
2012,9,高雄,28.7,73
2012,9,基隆,27.2,71
2012,9,金門,27.1,74
2012,9,馬祖,25.2,79
2012,9,澎湖,27.7,74
2012,9,日月潭,22.0,85
2012,9,臺中,27.6,69
2012,9,臺南,28.5,68
2012,9,臺北,27.3,70
2012,9,臺東,27.4,76
2012,9,宜蘭,26.3,79
2012,10,板橋,23.8,66
2012,10,嘉義,24.5,72
2012,10,恆春,26.0,69
2012,10,新竹,23.9,70
2012,10,花蓮,24.3,71
2012,10,高雄,26.6,69
2012,10,基隆,23.9,69
2012,10,金門,23.5,66
2012,10,馬祖,21.6,73
2012,10,澎湖,25.1,68
2012,10,日月潭,19.7,81
2012,10,臺中,24.9,64
2012,10,臺南,25.6,69
2012,10,臺北,24.1,67
2012,10,臺東,25.2,69
2012,10,宜蘭,23.1,76
2012,11,板橋,21.1,74
2012,11,嘉義,22.2,80
2012,11,恆春,24.5,74
2012,11,新竹,21.0,79
2012,11,花蓮,21.4,79
2012,11,高雄,24.9,75
2012,11,基隆,21.1,75
2012,11,金門,19.8,76
2012,11,馬祖,17.7,77
2012,11,澎湖,23.0,74
2012,11,日月潭,18.3,83
2012,11,臺中,22.3,71
2012,11,臺南,23.6,74
2012,11,臺北,21.2,74
2012,11,臺東,23.0,76
2012,11,宜蘭,20.3,86
2012,12,板橋,17.7,75
2012,12,嘉義,18.4,81
2012,12,恆春,22.2,73
2012,12,新竹,17.3,82
2012,12,花蓮,18.8,78
2012,12,高雄,21.1,74
2012,12,基隆,17.7,78
2012,12,金門,15.2,77
2012,12,馬祖,12.3,78
2012,12,澎湖,19.0,77
2012,12,日月潭,15.1,88
2012,12,臺中,18.4,73
2012,12,臺南,19.5,72
2012,12,臺北,17.8,77
2012,12,臺東,20.3,76
2012,12,宜蘭,17.3,86
2013,1,板橋,16.5,73
2013,1,嘉義,16.7,80
2013,1,恆春,21.4,70
2013,1,新竹,15.8,82
2013,1,花蓮,18.4,72
2013,1,高雄,19.7,71
2013,1,基隆,16.3,80
2013,1,金門,13.4,72
2013,1,馬祖,9.8,79
2013,1,澎湖,16.0,79
2013,1,日月潭,14.3,82
2013,1,臺中,16.9,74
2013,1,臺南,17.5,73
2013,1,臺北,16.7,75
2013,1,臺東,19.9,71
2013,1,宜蘭,16.6,84
2013,2,板橋,18.6,76
2013,2,嘉義,19.4,80
2013,2,恆春,23.5,73
2013,2,新竹,17.3,82
2013,2,花蓮,20.7,75
2013,2,高雄,22.3,73
2013,2,基隆,17.4,86
2013,2,金門,14.7,79
2013,2,馬祖,10.6,84
2013,2,澎湖,17.7,82
2013,2,日月潭,17.5,81
2013,2,臺中,19.4,74
2013,2,臺南,20.4,73
2013,2,臺北,18.8,75
2013,2,臺東,22.4,78
2013,2,宜蘭,19.1,85
2013,3,板橋,19.7,71
2013,3,嘉義,21.0,78
2013,3,恆春,24.3,70
2013,3,新竹,19.2,77
2013,3,花蓮,21.4,71
2013,3,高雄,23.9,71
2013,3,基隆,18.7,79
2013,3,金門,16.3,78
2013,3,馬祖,13.5,76
2013,3,澎湖,20.7,76
2013,3,日月潭,17.8,83
2013,3,臺中,21.0,72
2013,3,臺南,22.5,71
2013,3,臺北,19.9,69
2013,3,臺東,23.2,70
2013,3,宜蘭,20.1,78
2013,4,板橋,21.0,76
2013,4,嘉義,22.5,82
2013,4,恆春,25.0,74
2013,4,新竹,20.9,81
2013,4,花蓮,21.5,80
2013,4,高雄,25.1,76
2013,4,基隆,20.6,78
2013,4,金門,18.3,85
2013,4,馬祖,16.3,77
2013,4,澎湖,22.3,80
2013,4,日月潭,17.9,93
2013,4,臺中,22.2,79
2013,4,臺南,23.9,76
2013,4,臺北,21.1,74
2013,4,臺東,23.4,76
2013,4,宜蘭,20.6,84
2013,5,板橋,25.8,74
2013,5,嘉義,26.6,80
2013,5,恆春,27.1,81
2013,5,新竹,26.0,78
2013,5,花蓮,24.9,84
2013,5,高雄,27.6,82
2013,5,基隆,25.0,80
2013,5,金門,23.4,88
2013,5,馬祖,21.3,86
2013,5,澎湖,25.7,83
2013,5,日月潭,20.8,92
2013,5,臺中,26.4,75
2013,5,臺南,27.3,79
2013,5,臺北,26.0,72
2013,5,臺東,26.4,81
2013,5,新屋,,
2013,5,宜蘭,24.5,87
2013,6,板橋,29.0,71
2013,6,嘉義,28.8,74
2013,6,恆春,29.1,78
2013,6,新竹,28.9,74
2013,6,花蓮,27.8,77
2013,6,高雄,29.8,77
2013,6,基隆,28.2,77
2013,6,金門,26.7,91
2013,6,馬祖,25.2,84
2013,6,澎湖,28.0,83
2013,6,日月潭,22.9,87
2013,6,臺中,28.8,72
2013,6,臺南,29.5,75
2013,6,臺北,29.2,69
2013,6,臺東,29.0,77
2013,6,宜蘭,27.7,83
2013,7,板橋,29.2,69
2013,7,嘉義,28.4,76
2013,7,恆春,28.6,77
2013,7,新竹,28.9,73
2013,7,花蓮,28.3,75
2013,7,高雄,29.7,75
2013,7,基隆,29.5,68
2013,7,金門,27.9,87
2013,7,馬祖,27.7,78
2013,7,澎湖,29.1,78
2013,7,日月潭,22.9,81
2013,7,臺中,28.1,74
2013,7,臺南,29.4,73
2013,7,臺北,29.5,68
2013,7,臺東,29.1,75
2013,7,新屋,28.8,77
2013,7,宜蘭,28.6,76
2013,8,板橋,29.1,70
2013,8,嘉義,28.0,82
2013,8,恆春,28.2,80
2013,8,新竹,28.9,75
2013,8,花蓮,28.3,76
2013,8,高雄,29.0,81
2013,8,基隆,29.3,72
2013,8,金門,27.7,87
2013,8,馬祖,27.8,80
2013,8,澎湖,28.7,85
2013,8,日月潭,22.9,82
2013,8,臺中,28.2,77
2013,8,臺南,28.9,79
2013,8,臺北,29.6,68
2013,8,臺東,28.7,77
2013,8,新屋,28.8,81
2013,8,宜蘭,28.5,80
2013,9,板橋,27.8,67
2013,9,嘉義,27.5,80
2013,9,恆春,28.0,73
2013,9,新竹,27.7,71
2013,9,花蓮,26.8,74
2013,9,高雄,28.6,77
2013,9,基隆,27.1,78
2013,9,金門,26.9,72
2013,9,馬祖,26.3,76
2013,9,澎湖,27.9,79
